used_car_id,listing_url,car_model,brand,color,fuel_type,price,depreciation_per_year,registration_date,coe_left,mileage,manufactured_year,road_tax_per_year,transmission,dereg_value,omv,coe_value,arf,engine_capacity_cc,power,curb_weight,no_of_owners,vehicle_type,scraped_datetime,posted_datetime,updated_datetime,active
1322197,https://www.sgcarmart.com/used_cars/info.php?ID=1322197&DL=3003,B.M.W. M3 CSL,B.M.W.,Grey,Petrol,450000.000000000,52920.000000000,2003-12-27,3099,69200,2003,4155.000000000,Auto,97931.000000000,123866.000000000,122414.000000000,161026.000000000,3246,261,1460,4,Sports Car,2025-04-01 11:36:29.442442,2025-02-11,2025-03-05,True
1329472,https://www.sgcarmart.com/used_cars/info.php?ID=1329472&DL=3800,FERRARI CSTRADALE360,FERRARI,Blue,Petrol,888000.000000000,102380.000000000,2003-12-12,3159,29000,2003,4953.000000000,Auto,110475.000000000,220263.000000000,138094.000000000,286342.000000000,3586,305,1290,2,Sports Car,2025-04-01 01:58:17.105366,2025-03-08,2025-03-08,True
1367766,https://www.sgcarmart.com/used_cars/info.php?ID=1367766&DL=4369,TOYOTA LEXUS IS 200,TOYOTA,Grey,Petrol,108888.000000000,13190.000000000,2003-09-20,3010,135000,2003,1800.000000000,Auto,93804.000000000,30485.000000000,117255.000000000,39631.000000000,1988,114,1440,2,Luxury Sedan,2025-03-31 16:27:37.511739,2025-03-21,2025-03-21,True
1226661,https://www.sgcarmart.com/used_cars/info.php?ID=1226661&DL=1079,BENTLEY CONTI GT,BENTLEY,White,Petrol,180800.000000000,20080.000000000,2004-05-03,3277,46000,2004,10611.000000000,Auto,84860.000000000,249670.000000000,106075.000000000,274637.000000000,5998,412,2410,6,Sports Car,2025-04-01 02:03:25.055446,2025-03-08,2025-03-08,True
1333164,https://www.sgcarmart.com/used_cars/info.php?ID=1333164&DL=3973,FERRARI 575MARANELLO,FERRARI,Red,Petrol,450000.000000000,48050.000000000,2004-08-11,3414,64700,2004,10026.000000000,Auto,81938.000000000,259435.000000000,102423.000000000,285379.000000000,5748,380,1825,4,Sports Car,2025-04-01 02:44:44.586252,2025-03-05,2025-03-05,True
1348007,https://www.sgcarmart.com/used_cars/info.php?ID=1348007&DL=2349,PORSCHE 911 GT3,PORSCHE,Silver,Petrol,528800.000000000,58930.000000000,2004-03-20,3265,12000,2004,4986.000000000,Manual,84860.000000000,153136.000000000,106075.000000000,199077.000000000,3600,280,1455,3,Sports Car,2025-04-01 00:11:30.678239,2025-03-15,2025-03-15,True
1348007,https://www.sgcarmart.com/used_cars/info.php?ID=1348007&DL=2349,PORSCHE 911 GT3,PORSCHE,Silver,Petrol,528800.000000000,58930.000000000,2004-03-20,3265,12000,2004,4986.000000000,Manual,84860.000000000,153136.000000000,106075.000000000,199077.000000000,3600,280,1455,3,Sports Car,2025-04-01 00:03:46.009045,2025-03-15,2025-03-15,True
1383683,https://www.sgcarmart.com/used_cars/info.php?ID=1383683&DL=4343,PORSCHE CAYENNE V6 A,PORSCHE,Grey,Petrol,110800.000000000,12190.000000000,2004-05-11,3315,63000,2004,4023.000000000,Auto,78450.000000000,74228.000000000,98062.000000000,81651.000000000,3189,184,2245,6,SUV,2025-03-31 03:02:05.907120,2025-03-26,2025-03-26,True
1362026,https://www.sgcarmart.com/used_cars/info.php?ID=1362026&DL=2387,PORSCHE 911S CAB TIP,PORSCHE,Yellow,Petrol,138000.000000000,191520.000000000,2005-12-21,258,76800,2005,5511.000000000,Auto,4309.000000000,140114.000000000,59798.000000000,154126.000000000,3824,261,1620,6,Sports Car,2025-04-01 04:07:49.271111,2025-02-24,2025-02-24,True
1374411,https://www.sgcarmart.com/used_cars/info.php?ID=1374411&DL=2021,PORSCHE CAYENNE V6 A,PORSCHE,Black,Petrol,20700.000000000,35980.000000000,2005-10-29,206,187000,2005,4023.000000000,Auto,3535.000000000,75248.000000000,61441.000000000,82773.000000000,3189,184,2245,6,SUV,2025-04-01 11:15:42.179113,2025-02-13,2025-02-28,True
1371389,https://www.sgcarmart.com/used_cars/info.php?ID=1371389&DL=1177,ROLLS ROYCE PHANTOM,ROLLS ROYCE,Black,Petrol,368000.000000000,37720.000000000,2005-01-12,3554,66052,2005,12375.000000000,Auto,87904.000000000,474540.000000000,109880.000000000,521994.000000000,6749,338,2485,2,Luxury Sedan,2025-04-01 20:20:40.624375,2025-01-28,2025-02-16,True
1100257,https://www.sgcarmart.com/used_cars/info.php?ID=1100257&DL=3116,ASTON MARTIN V8 VANTAGE,ASTON MARTIN,White,Petrol,88000.000000000,93100.000000000,2006-03-13,338,54000,2006,6588.000000000,Manual,4814.000000000,184224.000000000,50932.000000000,202647.000000000,4282,283,1570,5,Sports Car,2025-04-01 09:54:24.050522,2025-02-21,2025-03-30,True
1384572,https://www.sgcarmart.com/used_cars/info.php?ID=1384572&DL=4427,AUDI A3SB 2.0TFSI,AUDI,Grey,Petrol,19588.000000000,11210.000000000,2006-12-30,268,225000,2006,1791.000000000,Auto,9646.000000000,43945.000000000,55187.000000000,48340.000000000,1984,147,1410,4,Hatchback,2025-03-31 16:52:09.709347,2025-03-20,2025-03-20,True
1360980,https://www.sgcarmart.com/used_cars/info.php?ID=1360980&DL=3283,B.M.W. 325CIACABRIO,B.M.W.,Black,Petrol,18800.000000000,16180.000000000,2006-05-31,28,134000,2006,2688.000000000,Auto,5349.000000000,59470.000000000,46048.000000000,65417.000000000,2494,141,1530,4,Sports Car,2025-04-01 04:15:24.438228,2025-02-23,2025-03-24,True
1377112,https://www.sgcarmart.com/used_cars/info.php?ID=1377112&DL=3426,B.M.W. 330I SUNROOF,B.M.W.,Black,Petrol,16888.000000000,13490.000000000,2006-07-27,90,172000,2006,3573.000000000,Auto,6070.000000000,61743.000000000,48479.000000000,67918.000000000,2996,190,1525,5,Luxury Sedan,2025-03-30 23:14:55.036482,2025-03-29,2025-03-29,True
1385853,https://www.sgcarmart.com/used_cars/info.php?ID=1385853&DL=3582,B.M.W. 630 CI,B.M.W.,Silver,Petrol,19800.000000000,15850.000000000,2006-07-28,90,187000,2006,3573.000000000,Auto,6057.000000000,73734.000000000,48479.000000000,81108.000000000,2996,190,1580,5,Sports Car,2025-03-31 13:36:55.565182,2025-03-25,2025-03-28,True
1256207,https://www.sgcarmart.com/used_cars/info.php?ID=1256207&DL=1095,B.M.W. 730LI,B.M.W.,Black,Petrol,21888.000000000,13850.000000000,2006-10-31,208,75000,2006,3573.000000000,Auto,8971.000000000,84000.000000000,56751.000000000,92400.000000000,2996,190,1910,1,Luxury Sedan,2025-04-01 10:49:09.216991,2025-02-15,2025-03-11,True
1243153,https://www.sgcarmart.com/used_cars/info.php?ID=1243153&DL=1177,BENTLEY CONTI FS,BENTLEY,Silver,Petrol,29000.000000000,30500.000000000,2006-03-15,340,120400,2006,10611.000000000,Auto,4842.000000000,193037.000000000,50932.000000000,212341.000000000,5998,412,2525,6,Luxury Sedan,2025-04-01 10:40:43.370126,2025-02-16,2025-03-22,True
1334715,https://www.sgcarmart.com/used_cars/info.php?ID=1334715&DL=2726,BENTLEY CONTI FS,BENTLEY,Green,Petrol,36800.000000000,39980.000000000,2006-03-03,330,125000,2006,10611.000000000,Auto,4689.000000000,192662.000000000,50932.000000000,211929.000000000,5998,412,2525,6,Luxury Sedan,2025-03-31 13:49:20.882933,2025-03-25,2025-03-25,True
1386057,https://www.sgcarmart.com/used_cars/info.php?ID=1386057&DL=2563,FERRARI F430 F1,FERRARI,Red,Petrol,210888.000000000,137950.000000000,2006-10-11,189,71000,2006,6648.000000000,Auto,8676.000000000,196930.000000000,56751.000000000,216623.000000000,4308,357,1450,6,Sports Car,2025-03-31 03:14:13.982789,2025-03-26,2025-03-26,True
1379948,https://www.sgcarmart.com/used_cars/info.php?ID=1379948&DL=3426,HONDA CIVIC 1.8L A,HONDA,Silver,Petrol,17500.000000000,13980.000000000,2006-07-19,90,161000,2006,1467.000000000,Auto,6070.000000000,21245.000000000,48479.000000000,23370.000000000,1799,103,1219,4,Mid-Sized Sedan,2025-03-30 23:20:05.353365,2025-03-29,2025-03-29,True
1385519,https://www.sgcarmart.com/used_cars/info.php?ID=1385519&DL=4120,HONDA CIVIC 2.0L A,HONDA,Red,Petrol,15800.000000000,15800.000000000,2006-04-01,0,140000,2006,1815.000000000,Auto,5093.000000000,22413.000000000,50932.000000000,24655.000000000,1998,114,1312,6,Mid-Sized Sedan,2025-03-31 14:10:42.053428,2025-03-24,2025-03-24,True
1329831,https://www.sgcarmart.com/used_cars/info.php?ID=1329831&DL=4074,HONDA ODYSSEY ABSOLUTE 2.4 A,HONDA,Purple,Petrol,22000.000000000,15780.000000000,2006-08-24,142,133000,2006,2442.000000000,Auto,7595.000000000,30960.000000000,54463.000000000,34056.000000000,2354,147,1640,4,MPV,2025-04-01 12:04:31.607861,2025-02-07,2025-02-07,True
1187256,https://www.sgcarmart.com/used_cars/info.php?ID=1187256&DL=3875,JAGUAR X-TYPE 2.0SE,JAGUAR,Blue,Petrol,25588.000000000,20530.000000000,2006-08-01,89,120000,2006,1995.000000000,Auto,6043.000000000,35625.000000000,48479.000000000,39188.000000000,2099,114,1500,6,Luxury Sedan,2025-04-01 20:13:31.862750,2025-01-29,2025-03-20,True
1321808,https://www.sgcarmart.com/used_cars/info.php?ID=1321808&DL=2244,JAGUAR X-TYPE 2.0SE,JAGUAR,Green,Petrol,17800.000000000,18250.000000000,2006-03-24,349,212000,2006,1995.000000000,Auto,4968.000000000,35625.000000000,50932.000000000,39188.000000000,2099,114,1500,4,Luxury Sedan,2025-04-01 11:46:52.805811,2025-02-09,2025-03-19,True
1301986,https://www.sgcarmart.com/used_cars/info.php?ID=1301986&DL=3512,JAGUAR XJ6 3.0C LWB,JAGUAR,Silver,Petrol,33000.000000000,28950.000000000,2006-05-23,20,198000,2006,3522.000000000,Auto,5248.000000000,74773.000000000,46048.000000000,82251.000000000,2967,179,1569,4,Luxury Sedan,2025-04-01 11:26:13.673396,2025-02-12,2025-03-11,True
1384288,https://www.sgcarmart.com/used_cars/info.php?ID=1384288&DL=3952,MERCEDES BENZ C180 ML,MERCEDES BENZ,Black,Petrol,14831.000000000,8900.000000000,2006-11-30,239,248000,2006,1461.000000000,Auto,9337.000000000,38873.000000000,56053.000000000,42761.000000000,1796,105,1430,2,Luxury Sedan,2025-03-31 17:20:11.863609,2025-03-19,2025-03-31,True
1331347,https://www.sgcarmart.com/used_cars/info.php?ID=1331347&DL=4615,MERCEDES BENZ C180 ML,MERCEDES BENZ,Silver,Petrol,15500.000000000,15500.000000000,2006-05-30,357,143418,2006,1461.000000000,Auto,5079.000000000,38585.000000000,50932.000000000,42444.000000000,1796,105,1430,2,Luxury Sedan,2025-04-01 00:31:03.405282,2025-03-14,2025-03-14,True
1346432,https://www.sgcarmart.com/used_cars/info.php?ID=1346432&DL=3989,MERCEDES BENZ E 240 A,MERCEDES BENZ,Silver,Petrol,14800.000000000,18130.000000000,2006-01-25,293,178000,2006,2871.000000000,Auto,4786.000000000,60365.000000000,58615.000000000,66402.000000000,2597,130,1570,6,Luxury Sedan,2025-04-01 03:30:53.728685,2025-02-28,2025-02-28,True
1375721,https://www.sgcarmart.com/used_cars/info.php?ID=1375721&DL=3137,MERCEDES BENZ E200K,MERCEDES BENZ,Grey,Petrol,17900.000000000,11040.000000000,2006-11-15,223,220000,2006,1461.000000000,Auto,9091.000000000,52580.000000000,56053.000000000,57838.000000000,1796,135,1540,2,Luxury Sedan,2025-04-01 10:21:23.322011,2025-02-18,2025-03-15,True
1363419,https://www.sgcarmart.com/used_cars/info.php?ID=1363419&DL=3709,MERCEDES BENZ E200K,MERCEDES BENZ,Grey,Petrol,17300.000000000,10520.000000000,2006-11-23,231,202011,2006,1461.000000000,Auto,9214.000000000,52578.000000000,56053.000000000,57836.000000000,1796,135,1540,4,Luxury Sedan,2025-04-01 11:06:47.513864,2025-02-14,2025-03-31,True
1387399,https://www.sgcarmart.com/used_cars/info.php?ID=1387399&DL=2021,MERCEDES BENZ E200NGT-PC,MERCEDES BENZ,Silver,Petrol,13700.000000000,10940.000000000,2006-07-25,90,178000,2006,1461.000000000,Auto,6070.000000000,57481.000000000,48479.000000000,40238.000000000,1796,120,1530,3,Luxury Sedan,2025-03-30 23:27:15.763148,2025-03-29,2025-03-29,True
1341576,https://www.sgcarmart.com/used_cars/info.php?ID=1341576&DL=4189,MINI COOPER S,MINI,Blue,Petrol,15888.000000000,17470.000000000,2006-02-28,326,171888,2006,1113.000000000,Auto,4893.000000000,32821.000000000,53799.000000000,36104.000000000,1598,120,1160,6,Sports Car,2025-04-01 11:33:37.314845,2025-02-11,2025-02-11,True
1359272,https://www.sgcarmart.com/used_cars/info.php?ID=1359272&DL=4668,MITSUBISHI EVO-9 MR GSR 2.0 M,MITSUBISHI,Grey,Petrol,99800.000000000,74950.000000000,2006-11-20,119,18000,2006,1815.000000000,Manual,6875.000000000,38448.000000000,51630.000000000,42293.000000000,1997,206,1450,4,Sports Car,2025-04-01 03:14:12.853547,2025-03-02,2025-03-04,True
1297817,https://www.sgcarmart.com/used_cars/info.php?ID=1297817&DL=4363,MITSUBISHI EVO-9 MR GSR 2.0 M,MITSUBISHI,Black,Petrol,113800.000000000,75800.000000000,2006-10-20,180,80000,2006,1815.000000000,Manual,8533.000000000,41331.000000000,56835.000000000,45465.000000000,1997,206,1420,6,Sports Car,2025-03-31 15:02:40.280986,2025-03-23,2025-03-23,True
1341575,https://www.sgcarmart.com/used_cars/info.php?ID=1341575&DL=3587,MITSUBISHI EVO-9 MR GSR 2.0 M,MITSUBISHI,Yellow,Petrol,110888.000000000,83280.000000000,2006-10-02,119,186325,2006,1815.000000000,Manual,6875.000000000,40805.000000000,51630.000000000,44886.000000000,1997,206,1420,6,Sports Car,2025-04-01 02:42:47.716666,2025-03-05,2025-03-16,True
1208438,https://www.sgcarmart.com/used_cars/info.php?ID=1208438&DL=2163,MITSUBISHI GRANDIS 2.4L SPORTS-GEAR,MITSUBISHI,Grey,Petrol,15800.000000000,9550.000000000,2006-11-27,235,69000,2006,2484.000000000,Auto,9276.000000000,25649.000000000,56053.000000000,28214.000000000,2378,121,1710,3,MPV,2025-04-01 11:54:44.181380,2025-02-08,2025-03-30,True
1384792,https://www.sgcarmart.com/used_cars/info.php?ID=1384792&DL=3414,MITSUBISHI LANCER 1.6 A,MITSUBISHI,Red,Petrol,10800.000000000,16160.000000000,2006-01-09,240,190000,2006,1101.000000000,Auto,3783.000000000,12765.000000000,56583.000000000,11043.000000000,1584,79,1162,3,Mid-Sized Sedan,2025-03-31 16:07:09.313834,2025-03-21,2025-03-21,True
1383008,https://www.sgcarmart.com/used_cars/info.php?ID=1383008&DL=3414,NISSAN 350Z 5A/T,NISSAN,Black,Petrol,19800.000000000,22100.000000000,2006-02-22,320,179000,2006,4746.000000000,Auto,5041.000000000,42257.000000000,56436.000000000,46483.000000000,3498,206,1505,5,Sports Car,2025-04-01 00:27:36.857369,2025-03-14,2025-03-14,True
1387410,https://www.sgcarmart.com/used_cars/info.php?ID=1387410&DL=4412,NISSAN 350Z 6M/T,NISSAN,White,Petrol,25800.000000000,22050.000000000,2006-06-02,60,150000,2006,4746.000000000,Manual,5387.000000000,45014.000000000,46048.000000000,49516.000000000,3498,216,1535,6,Sports Car,2025-03-30 23:30:50.437840,2025-03-29,2025-03-30,True
1385473,https://www.sgcarmart.com/used_cars/info.php?ID=1385473&DL=3597,NISSAN SUNNY 1.6EXA,NISSAN,Silver,Petrol,10000.000000000,9150.000000000,2006-05-05,3,266266,2006,1113.000000000,Auto,4982.000000000,12080.000000000,45578.000000000,13288.000000000,1597,81,1110,1,Mid-Sized Sedan,2025-03-31 14:03:46.585251,2025-03-24,2025-03-24,True
1384600,https://www.sgcarmart.com/used_cars/info.php?ID=1384600&DL=2563,PORSCHE 911SCOUPEMNL,PORSCHE,Black,Petrol,145000.000000000,153850.000000000,2006-03-11,337,136000,2006,5511.000000000,Auto,4800.000000000,115739.000000000,50932.000000000,127313.000000000,3824,261,1535,5,Sports Car,2025-03-31 16:17:06.879545,2025-03-21,2025-03-25,True
1196688,https://www.sgcarmart.com/used_cars/info.php?ID=1196688&DL=2093,PORSCHE C4 COUPE TIP,PORSCHE,Grey,Petrol,150000.000000000,107350.000000000,2006-08-23,142,101000,2006,4977.000000000,Auto,7595.000000000,132782.000000000,54463.000000000,146061.000000000,3596,239,1565,3,Sports Car,2025-03-31 01:20:18.148575,2025-03-28,2025-03-28,True
1229855,https://www.sgcarmart.com/used_cars/info.php?ID=1229855&DL=2633,TOYOTA BB 1.3 A,TOYOTA,White,Petrol,19800.000000000,11380.000000000,2006-12-28,265,95000,2006,849.000000000,Auto,8920.000000000,15962.000000000,51271.000000000,10237.000000000,1297,68,1040,3,Hatchback,2025-04-01 03:01:12.342732,2025-03-03,2025-03-28,True
1292141,https://www.sgcarmart.com/used_cars/info.php?ID=1292141&DL=2332,TOYOTA CAMRY 2.4 AUTO ABS AIRBAG,TOYOTA,Silver,Petrol,17800.000000000,10260.000000000,2006-12-26,263,192400,2006,2457.000000000,Auto,9571.000000000,29897.000000000,55187.000000000,32887.000000000,2362,123,1540,3,Luxury Sedan,2025-04-01 10:07:22.636024,2025-02-19,2025-03-24,True
1366054,https://www.sgcarmart.com/used_cars/info.php?ID=1366054&DL=3414,TOYOTA COROLLA ALTIS 1.6 AUTO,TOYOTA,Silver,Petrol,16800.000000000,14000.000000000,2006-06-13,71,200000,2006,1113.000000000,Auto,5562.000000000,15950.000000000,46454.000000000,17545.000000000,1598,81,1115,5,Mid-Sized Sedan,2025-04-01 00:22:21.646211,2025-03-14,2025-03-14,True
1291781,https://www.sgcarmart.com/used_cars/info.php?ID=1291781&DL=1034,TOYOTA ESTIMA 2.4 A,TOYOTA,Silver,Petrol,18800.000000000,16110.000000000,2006-06-19,60,163677,2006,2457.000000000,Auto,5374.000000000,33786.000000000,46048.000000000,37165.000000000,2362,125,1710,3,MPV,2025-03-31 17:34:26.371272,2025-03-18,2025-03-29,True
1333566,https://www.sgcarmart.com/used_cars/info.php?ID=1333566&DL=2049,TOYOTA ESTIMA AERAS 2.4 A,TOYOTA,Black,Petrol,29800.000000000,18560.000000000,2006-11-08,216,135000,2006,2457.000000000,Auto,8984.000000000,31316.000000000,56053.000000000,34448.000000000,2362,125,1730,4,MPV,2025-04-01 01:47:54.679403,2025-03-09,2025-03-09,True
1327582,https://www.sgcarmart.com/used_cars/info.php?ID=1327582&DL=3802,TOYOTA LEXUS ES300F,TOYOTA,Silver,Petrol,17888.000000000,21340.000000000,2006-02-10,300,175000,2006,3570.000000000,Auto,4914.000000000,39244.000000000,58615.000000000,43169.000000000,2995,156,1565,4,Luxury Sedan,2025-03-31 02:54:18.577743,2025-03-27,2025-03-31,True
1386984,https://www.sgcarmart.com/used_cars/info.php?ID=1386984&DL=3613,TOYOTA PICNIC AUTO W/O ROOF RACK,TOYOTA,Silver,Petrol,18800.000000000,11850.000000000,2006-10-31,209,116823,2006,1815.000000000,Auto,8987.000000000,26002.000000000,56751.000000000,28603.000000000,1998,110,1540,3,MPV,2025-03-31 01:44:13.323031,2025-03-28,2025-03-28,True
1384502,https://www.sgcarmart.com/used_cars/info.php?ID=1384502&DL=3283,TOYOTA PREVIA 7 SEATER MR,TOYOTA,Blue,Petrol,14900.000000000,11930.000000000,2006-06-30,89,148000,2006,2457.000000000,Auto,6043.000000000,38944.000000000,48479.000000000,42839.000000000,2362,125,1845,5,MPV,2025-03-31 00:29:14.561772,2025-03-28,2025-03-30,True
1343683,https://www.sgcarmart.com/used_cars/info.php?ID=1343683&DL=4427,TOYOTA WISH 1.8X AERO SPORT A,TOYOTA,Black,Petrol,18800.000000000,15080.000000000,2006-11-02,89,198000,2006,1458.000000000,Auto,6043.000000000,21299.000000000,48479.000000000,23429.000000000,1794,97,1320,5,MPV,2025-04-01 10:20:19.226007,2025-02-18,2025-03-24,True
1324577,https://www.sgcarmart.com/used_cars/info.php?ID=1324577&DL=4737&utm_content=SLeligible,AUDI R8 4.2 FSI QU R TRONIC,AUDI,Grey,Petrol,80000.000000000,33070.000000000,2007-11-26,880,105000,2007,6309.000000000,Auto,12331.000000000,148684.000000000,50972.000000000,163553.000000000,4163,309,1565,6,Sports Car,2025-03-31 23:16:24.445654,2025-03-16,2025-03-23,True
1368467,https://www.sgcarmart.com/used_cars/info.php?ID=1368467&DL=4120&utm_content=SLeligible,AUDI S3 2.0T FSI QUATTRO,AUDI,Purple,Petrol,48800.000000000,21830.000000000,2007-06-26,815,180000,2007,1791.000000000,Manual,12092.000000000,54550.000000000,54088.000000000,60005.000000000,1984,188,1455,6,Sports Car,2025-03-31 15:01:56.475745,2025-03-23,2025-03-23,True
1382186,https://www.sgcarmart.com/used_cars/info.php?ID=1382186&DL=3665&utm_content=SLeligible,B.M.W. 335I CONVERTIBLE,B.M.W.,Grey,Petrol,38500.000000000,14430.000000000,2007-12-28,969,76000,2007,3543.000000000,Auto,13374.000000000,81360.000000000,50168.000000000,89496.000000000,2979,225,1735,4,Sports Car,2025-04-01 01:02:02.271430,2025-03-12,2025-03-25,True
1361947,https://www.sgcarmart.com/used_cars/info.php?ID=1361947&DL=3043&utm_content=SLeligible,B.M.W. 523I XL,B.M.W.,Brown,Petrol,24800.000000000,9660.000000000,2007-10-25,933,97000,2007,2694.000000000,Auto,12951.000000000,52412.000000000,50451.000000000,57654.000000000,2497,140,1600,6,Luxury Sedan,2025-03-31 16:37:12.918584,2025-03-20,2025-03-20,True
1363802,https://www.sgcarmart.com/used_cars/info.php?ID=1363802&DL=2875&utm_content=SLeligible,BENTLEY CONTI GTC,BENTLEY,White,Petrol,57000.000000000,23540.000000000,2007-09-21,880,92500,2007,10611.000000000,Auto,12331.000000000,220366.000000000,50972.000000000,242403.000000000,5998,412,2540,6,Sports Car,2025-03-31 01:03:34.298703,2025-03-28,2025-03-28,True
1387122,https://www.sgcarmart.com/used_cars/info.php?ID=1387122&DL=4436&utm_content=SLeligible,FERRARI F430 F1,FERRARI,Red,Petrol,178888.000000000,82440.000000000,2007-06-15,790,29200,2007,6648.000000000,Auto,11390.000000000,184855.000000000,52491.000000000,203341.000000000,4308,357,1450,4,Sports Car,2025-03-30 21:06:19.049784,2025-03-30,2025-03-30,True
1360842,https://www.sgcarmart.com/used_cars/info.php?ID=1360842&DL=4779&utm_content=SLeligible,HONDA ACCORD 2.0 A,HONDA,White,Petrol,37666.000000000,14100.000000000,2007-12-10,970,130000,2007,1815.000000000,Auto,13387.000000000,25825.000000000,50168.000000000,28408.000000000,1998,110,1447,4,Luxury Sedan,2025-03-31 01:35:37.617543,2025-03-28,2025-03-30,True
1387311,https://www.sgcarmart.com/used_cars/info.php?ID=1387311&DL=4622&utm_content=SLeligible,HONDA ACCORD 2.0 A,HONDA,Grey,Petrol,29800.000000000,11900.000000000,2007-10-24,910,176519,2007,1815.000000000,Auto,12609.000000000,21236.000000000,50355.000000000,23360.000000000,1998,114,1370,2,Luxury Sedan,2025-03-30 23:03:06.485683,2025-03-29,2025-03-29,True
1383165,https://www.sgcarmart.com/used_cars/info.php?ID=1383165&DL=1228&utm_content=SLeligible,HONDA AIRWAVE 1.5 A,HONDA,Grey,Petrol,23333.000000000,9820.000000000,2007-08-16,865,136900,2007,1023.000000000,Auto,10784.000000000,13830.000000000,45400.000000000,15213.000000000,1496,81,1160,3,Stationwagon,2025-03-31 15:53:39.304109,2025-03-22,2025-03-30,True
1376465,https://www.sgcarmart.com/used_cars/info.php?ID=1376465&DL=3100,HONDA CIVIC 2.0L A,HONDA,Grey,Petrol,30800.000000000,14950.000000000,2007-04-24,752,150800,2007,1815.000000000,Auto,10715.000000000,21315.000000000,52008.000000000,23447.000000000,1998,114,1312,4,Mid-Sized Sedan,2025-04-01 09:53:51.096548,2025-02-21,2025-03-05,True
1358367,https://www.sgcarmart.com/used_cars/info.php?ID=1358367&DL=4717&utm_content=SLeligible,HONDA CIVIC 2.0L A,HONDA,Blue,Petrol,26800.000000000,11470.000000000,2007-08-03,850,130000,2007,1815.000000000,Auto,11912.000000000,20535.000000000,50972.000000000,22589.000000000,1998,114,1312,5,Mid-Sized Sedan,2025-04-01 19:46:56.530831,2025-01-29,2025-03-25,True
1382215,https://www.sgcarmart.com/used_cars/info.php?ID=1382215&DL=4343&utm_content=SLeligible,HONDA CIVIC 2.0L A,HONDA,Black,Petrol,30800.000000000,11540.000000000,2007-12-28,970,180000,2007,1815.000000000,Auto,13387.000000000,22992.000000000,50168.000000000,25292.000000000,1998,114,1312,5,Mid-Sized Sedan,2025-03-31 02:16:53.694801,2025-03-27,2025-03-27,True
1313747,https://www.sgcarmart.com/used_cars/info.php?ID=1313747&DL=4120,HONDA CIVIC 2.0L A,HONDA,Black,Petrol,24000.000000000,12000.000000000,2007-05-15,730,233500,2007,1815.000000000,Auto,10069.000000000,21132.000000000,50347.000000000,23246.000000000,1998,114,1312,2,Mid-Sized Sedan,2025-03-31 15:48:06.903805,2025-03-22,2025-03-30,True
1372999,https://www.sgcarmart.com/used_cars/info.php?ID=1372999&DL=3324&utm_content=SLeligible,HONDA CIVIC TYPE-R 2.0 M,HONDA,White,Petrol,69888.000000000,30010.000000000,2007-07-31,848,128888,2007,1815.000000000,Manual,12220.000000000,27173.000000000,52473.000000000,29891.000000000,1998,165,1270,4,Sports Car,2025-04-01 11:53:30.888663,2025-02-08,2025-02-27,True
1368837,https://www.sgcarmart.com/used_cars/info.php?ID=1368837&DL=3283&utm_content=SLeligible,HONDA CIVIC TYPE-R 2.0 M,HONDA,Silver,Petrol,64800.000000000,24280.000000000,2007-12-03,970,200000,2007,1815.000000000,Auto,13387.000000000,27294.000000000,50168.000000000,30024.000000000,1998,165,1270,4,Sports Car,2025-03-31 15:55:20.181427,2025-03-21,2025-03-24,True
1373743,https://www.sgcarmart.com/used_cars/info.php?ID=1373743&DL=4766&utm_content=SLeligible,HONDA CIVIC TYPE-R 2.0 M,HONDA,Blue,Petrol,80800.000000000,31310.000000000,2007-10-31,938,33000,2007,1815.000000000,Manual,13021.000000000,27091.000000000,50451.000000000,29801.000000000,1998,165,1270,6,Sports Car,2025-04-01 11:28:39.795076,2025-02-11,2025-03-23,True
1376834,https://www.sgcarmart.com/used_cars/info.php?ID=1376834&DL=2239&utm_content=SLeligible,HONDA CROSSROAD 1.8L A,HONDA,Black,Petrol,29800.000000000,11370.000000000,2007-11-15,953,135000,2007,1467.000000000,Auto,13154.000000000,19031.000000000,50168.000000000,20935.000000000,1799,103,1410,6,SUV,2025-04-01 09:48:35.997653,2025-02-21,2025-03-23,True
1386642,https://www.sgcarmart.com/used_cars/info.php?ID=1386642&DL=4589,HONDA FIT 1.3 A,HONDA,Blue,Petrol,23000.000000000,11500.000000000,2007-04-04,730,240000,2007,885.000000000,Auto,9886.000000000,12284.000000000,49429.000000000,9714.000000000,1339,63,1000,4,Hatchback,2025-03-31 02:33:55.431468,2025-03-27,2025-03-29,True
1386721,https://www.sgcarmart.com/used_cars/info.php?ID=1386721&DL=4412,HONDA JAZZ 1.4A,HONDA,Blue,Petrol,19800.000000000,10210.000000000,2007-03-10,336,146866,2007,885.000000000,Auto,9588.000000000,13885.000000000,49429.000000000,9763.000000000,1339,60,1040,3,Hatchback,2025-03-31 02:54:51.668801,2025-03-27,2025-03-28,True
1378638,https://www.sgcarmart.com/used_cars/info.php?ID=1378638&DL=3271,HONDA STEPWAGON 2.0 A,HONDA,Black,Petrol,23999.000000000,12960.000000000,2007-02-07,305,180000,2007,1815.000000000,Auto,9645.000000000,21264.000000000,52077.000000000,18543.000000000,1998,114,1510,4,MPV,2025-04-01 03:28:34.554632,2025-02-28,2025-03-19,True
